git_status,path,recommended_group,recommended_action,reason
??,data/derived/s4g75_vertical_source_search_audit.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_vertical_source_search_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/source_native_orientation_component_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/source_native_orientation_family_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/source_native_orientation_galaxy_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/source_native_orientation_promotion_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/source_normalization_failure_modes_by_lane.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/source_normalization_failure_modes_by_lane_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_evidence_measure_gate_components.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_evidence_measure_gate_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_evidence_measure_l2_component_rule.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_evidence_measure_l2_endpoint_scores.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_evidence_measure_l2_endpoint_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_evidence_measure_l2_galaxy_rule.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalization_component_rule.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalization_derivation_constants.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalization_derivation_rule.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalization_derivation_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalization_galaxy_rule.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalization_sensitivity_components.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalization_sensitivity_manifest.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalization_sensitivity_scores.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalization_sensitivity_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalized_l2_endpoint_scores.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/tau_side_source_normalized_l2_endpoint_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/external/literature/1512.07058_ngc2683_flaring_hi.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/1512.07058_ngc2683_flaring_hi.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/1909.04048_halogas_epg.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/1909.04048_halogas_epg.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_74-074.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76-076.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76_channel_maps_roi.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76_channel_maps_roi_worksheet_overlay.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76_frozen_image_repeat_overlay.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_77-077.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_84-084.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_85-085.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_86-086.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_87-087.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_88-088.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_89-089.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_90-090.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_91-091.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_92-092.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_93-093.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_94-094.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_95-095.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_96-096.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_97-097.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_pages/page_98-098.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_ursa_major_hi.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2001_verheijen_sancisi_ursa_major_hi.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2009.11299_hi_scale_height.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/2009.11299_hi_scale_height.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ic2574_deblok_2020_m81_hi_survey.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ic2574_deblok_2020_m81_hi_survey.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ic2574_sanchez_salcedo_hidalgo_gamez_2002_holes.html,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ic2574_walter_brinks_1999_hi_holes_shells.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ic2574_walter_brinks_1999_hi_holes_shells.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4013_comeron_2011_unusual_vertical_mass_distribution.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4013_comeron_2011_unusual_vertical_mass_distribution.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4013_zschaechner_rand_2015_hi_kinematics.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4013_zschaechner_rand_2015_hi_kinematics.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4088_source_native_hi_route/whisp_frameset_by_name.html,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4088_source_native_hi_route/whisp_listing_by_name.html,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_direct_page.html,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_obs_reduction_notes.html,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_overview.gif,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_overview_extraction_overlay.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_posvel_crop.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_posvel_frozen_extraction_overlay.png,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4183_whisp_lopsidedness_context_2011.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc4183_whisp_lopsidedness_context_2011.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc5907_sasaki_1987_surface_photometry_warp.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc5907_sasaki_1987_surface_photometry_warp.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc5907_shang_1998_ring_warp_interaction.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc5907_shang_1998_ring_warp_interaction.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc5907_wiegert_2015_edge_on_ism.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc5907_wiegert_2015_edge_on_ism.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc7331_patra_2018_molecular_scale_height.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ngc7331_patra_2018_molecular_scale_height.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ugc05716_swaters_2009_late_type_dwarf_rotation_shapes.pdf,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,data/external/literature/ugc05716_swaters_2009_late_type_dwarf_rotation_shapes.txt,hold_external_cache_policy_review,do_not_stage_by_default,source PDF/image/cache provenance and licensing policy required
??,paper8_submission_source/figures/fig04_ngc4088_endpoint_fit_diagnostic.png,stage_paper_docs_package,stage,"paper, bridge documentation, figures, generated PDF/arXiv package"
??,paper8_submission_source/figures/fig05_ngc5907_projection_endpoint_diagnostic.png,stage_paper_docs_package,stage,"paper, bridge documentation, figures, generated PDF/arXiv package"
??,paper8_submission_source/figures/fig06_ngc5907_projection_accepted_endpoint.png,stage_paper_docs_package,stage,"paper, bridge documentation, figures, generated PDF/arXiv package"
??,paper8_submission_source/figures/fig07_ngc4013_warp_vertical_overlay_endpoint.png,stage_paper_docs_package,stage,"paper, bridge documentation, figures, generated PDF/arXiv package"
??,paper8_submission_source/figures/fig08_ngc4013_expdisk_wvo_diagnostic.png,stage_paper_docs_package,stage,"paper, bridge documentation, figures, generated PDF/arXiv package"
??,paper8_submission_source/figures/fig09_ngc4013_expdisk_wvo_frozen_protocol.png,stage_paper_docs_package,stage,"paper, bridge documentation, figures, generated PDF/arXiv package"
??,paper8_submission_source/figures/fig10_ngc4088_warp_history_accepted_endpoint.png,stage_paper_docs_package,stage,"paper, bridge documentation, figures, generated PDF/arXiv package"
??,paper8_submission_source/figures/fig11_ngc5907_expdisk_projection_mixed_accepted_endpoint.png,stage_paper_docs_package,stage,"paper, bridge documentation, figures, generated PDF/arXiv package"
??,paper8_submission_source/figures/fig12_ngc7331_vertical_outer_warp_mixed_accepted_endpoint.png,stage_paper_docs_package,stage,"paper, bridge documentation, figures, generated PDF/arXiv package"
??,reports/four_case_endpoint_status_summary.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/inclusion_lane_endpoint_analysis.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/inclusion_lane_expansion_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/memory_projection_acceptance_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/mixed_readout_candidate_acquisition_queue.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/mixed_readout_population_control_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/mixed_readout_population_endpoint.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/mixed_readout_population_expansion_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/mixed_readout_population_validation_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/mixed_readout_source_selection_rule.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/morphology_information_gain_l2_weight_freeze_readiness.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/morphology_information_gain_l2_weight_intake.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/morphology_information_gain_l2_weight_intake_endpoint_preflight.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/morphology_information_gain_source_expansion.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/morphology_information_gain_test.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/multigalaxy_fit_inspection_atlas.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/multigalaxy_fit_inspection_atlas.png,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_compact_overlay_source_acquisition.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_expdisk_wvo_diagnostic.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_expdisk_wvo_formula_freeze_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_expdisk_wvo_frozen_protocol_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_expdisk_wvo_hypothesis_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_expdisk_wvo_mixed_accepted_endpoint_blocker_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_mixed_source_rule_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_warp_overlay_preflight_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_warp_vertical_overlay_control_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_warp_vertical_overlay_endpoint.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_warp_vertical_overlay_endpoint_freeze_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_warp_vertical_overlay_formula_derivation.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_warp_vertical_overlay_radial_zone_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4013_warp_vertical_overlay_replacement_label_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_b1_frozen_image_repeat_attempt.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_b1_original_hi_data_acquisition_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_b1_source_native_radial_calibration_packet.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_b1_whisp_overview_extraction_review_packet.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_b1_whisp_overview_frozen_extraction_attempt.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_b1_whisp_promotion_review.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_b2_physical_normalization_derivation_synthesis.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_b3_scale_uniqueness_resolution_synthesis.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_breakthrough_promotion_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_formula_freeze_readiness_dashboard.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_independent_xw_digitization_review_packet.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_mixed_formula_freeze_blocker_resolution_plan.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_source_review_packet.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_warp_history_accepted_endpoint.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_warp_history_accepted_endpoint_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc4088_warp_history_formula_freeze_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc5907_accepted_endpoint_control_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc5907_expdisk_projection_mixed_accepted_endpoint.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc5907_expdisk_projection_mixed_accepted_endpoint_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc5907_expdisk_projection_mixed_formula_freeze_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc5907_projection_accepted_endpoint.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc5907_projection_accepted_endpoint_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc5907_projection_endpoint_diagnostic.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc5907_projection_freeze_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc5907_projection_radial_zone_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc7331_expdisk_vertical_outer_warp_mixed_formula_freeze_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc7331_fractional_onset_v2_replay_freeze_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc7331_fractional_warp_onset_source_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/ngc7331_outer_warp_vertical_caveat_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/paper8_external_source_cache_inventory.md,stage_commit_scope_audits,stage,records external cache policy boundary without staging cache itself
??,reports/paper8_reproduction_changeset_inventory.md,stage_commit_scope_audits,stage,records dirty-tree reproduction package inventory
??,reports/projection_scale_repair_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/readout_subfamily_accepted_manifest_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/readout_subfamily_external_source_acquisition.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/readout_subfamily_external_source_cache.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/readout_subfamily_missing_source_worklist.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/readout_subfamily_observable_extraction.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/readout_subfamily_observable_intake.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/readout_subfamily_selection_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/readout_subfamily_source_citation_ledger.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/readout_subfamily_source_evidence_matrix.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_closure_source_generalization_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_conditional_promotion_requirements.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_direct_kernel_measurement_extraction.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_direct_source_native_acquisition_manifest.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_failure_mode_breakdown.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_filled_kernel_delta_driver_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_filled_kernel_endpoint_stress_test.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_holdout_repair_review_packet.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_kernel_observable_fill.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_kernel_ready_promotion_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_literature_kernel_source_hits.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc2683_closure_source_sensitivity.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc2683_flare_closure_source_prototype.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc2683_flare_profile_mapping_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc2683_hr_profile_kernel_prototype.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc2683_profile_aware_kernel_preflight.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_asymptotic_carrier_dominance_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_bi_coefficient_freeze_rule.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_bi_coefficient_rule_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_bi_sharp_coefficient_bound_rule.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_channel_map_digitization_protocol.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_channel_map_digitization_worksheet.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_closure_functional_requirement_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_cross_term_suppression_gate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_digitization_target_manifest.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_endpoint_fit_diagnostic.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_endpoint_fit_diagnostic.png,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_epsilon_cross_bound_expression_shell.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_epsilon_cross_input_review_packet.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_epsilon_cross_locality_bound_rule.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_epsilon_cross_readout_sensitivity_audit.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_epsilon_cross_source_bound_protocol.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_filled_warp_closure_mapping.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_first_pass_source_response_fill.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_h4_interaction_context_review.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_kernel_to_velocity_normalization_candidate.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,reports/s4g75_ngc4088_memory_history_proxy_protocol.md,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
