galaxy,split,score_layer,score_role,rmse_prediction,rmse_wrong_family_mean,rmse_tpg_v6,rmse_mond,minus_wrong_mean,minus_tpg_v6,minus_mond,beats_wrong_mean,beats_tpg_v6,beats_mond,claim_boundary,formula_family,inclusion_lane,allowed_use,strict_ready,caution_ready,acquisition_required,minimal_acquisition_need
UGC04483,train,L0,coarse_K_obs_formula_shell_proxy,5.635403250252948,3.628900335623134,3.798705980303068,5.284251656234046,2.0065029146298143,1.8366972699498805,0.3511515940189023,0.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC05005,train,L0,coarse_K_obs_formula_shell_proxy,10.008894268789764,8.736244095054648,8.667266606701743,15.3370678339474,1.2726501737351177,1.3416276620880223,-5.328173565157634,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC05253,train,L0,coarse_K_obs_formula_shell_proxy,14.526112315444797,15.138461334973703,15.05917273003151,15.801028556046024,-0.6123490195289083,-0.5330604145867142,-1.2749162406012289,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source
UGC05721,train,L0,coarse_K_obs_formula_shell_proxy,17.119880702887613,19.245054066396197,18.899011901061648,16.681620310362256,-2.125173363508583,-1.779131198174035,0.4382603925253576,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC05750,train,L0,coarse_K_obs_formula_shell_proxy,9.510441686438265,9.669096634723424,9.302313712413987,15.43158945781573,-0.1586549482851591,0.2081279740242756,-5.921147771377466,1.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_vertical_velocity_field_or_warp_flare_source
UGC05764,train,L0,coarse_K_obs_formula_shell_proxy,9.146607050456971,10.959028528976384,10.69204900722308,8.472754908677588,-1.812421478519413,-1.5454419567661084,0.673852141779383,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC05918,train,L0,coarse_K_obs_formula_shell_proxy,3.450893063674379,4.08269557488171,3.852091274673392,4.343347077626917,-0.6318025112073316,-0.4011982109990133,-0.8924540139525381,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC05999,train,L0,coarse_K_obs_formula_shell_proxy,9.246110115674917,8.637329705978916,8.462273332104134,12.11108103755705,0.608780409696001,0.7838367835707825,-2.864970921882133,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC06399,train,L0,coarse_K_obs_formula_shell_proxy,5.033835348715736,6.998330793490612,6.570667508689696,4.007206920083819,-1.964495444774876,-1.5368321599739598,1.0266284286319172,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC06446,train,L0,coarse_K_obs_formula_shell_proxy,10.29661073739983,11.749625851984083,11.600558614682592,9.277034813965724,-1.4530151145842556,-1.3039478772827628,1.0195759234341055,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC06614,train,L0,coarse_K_obs_formula_shell_proxy,30.01540360202229,27.531517580911608,27.61230809264631,31.039843849947932,2.4838860211106812,2.40309550937598,-1.024440247925643,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source
UGC06628,train,L0,coarse_K_obs_formula_shell_proxy,32.24246218387993,30.289274315698965,30.52936844963153,33.51825732954061,1.9531878681809651,1.7130937342483996,-1.2757951456606804,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_manifest_confidence_review;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source
UGC06667,train,L0,coarse_K_obs_formula_shell_proxy,20.00622877909501,22.046249897273757,21.777818607382592,16.71485279097738,-2.040021118178746,-1.7715898282875813,3.2913759881176325,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC06786,train,L0,coarse_K_obs_formula_shell_proxy,32.13829687460469,33.574767930964306,33.56822624211261,29.84835494248942,-1.4364710563596148,-1.429929367507917,2.2899419321152727,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
UGC06787,train,L0,coarse_K_obs_formula_shell_proxy,32.887879398880926,32.455927718576454,32.5137827820559,29.754940330408104,0.431951680304472,0.3740966168250281,3.1329390684728224,0.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
UGC06923,train,L0,coarse_K_obs_formula_shell_proxy,9.410510028944614,8.227203894854,8.148037483804755,9.174294672212552,1.183306134090614,1.2624725451398593,0.2362153567320621,0.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
UGC06930,train,L0,coarse_K_obs_formula_shell_proxy,7.269346879786768,7.430387743075766,7.129942401878801,10.61535991106732,-0.1610408632889974,0.1394044779079672,-3.3460130312805525,1.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC06973,train,L0,coarse_K_obs_formula_shell_proxy,45.63394336094655,43.66573486800053,43.77487056159231,46.219420778795254,1.968208492946026,1.8590727993542444,-0.5854774178487006,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC07089,train,L0,coarse_K_obs_formula_shell_proxy,12.208730489112364,12.171181721849416,11.854626156035648,15.11002549298317,0.0375487672629475,0.3541043330767159,-2.901295003870805,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC07125,train,L0,coarse_K_obs_formula_shell_proxy,25.3302372591664,23.221807151335096,23.50738158433897,30.74421689899473,2.108430107831307,1.8228556748274336,-5.413979639828323,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC07232,train,L0,coarse_K_obs_formula_shell_proxy,4.361469932189448,4.825004406961078,4.330516350390615,4.2010085891531075,-0.4635344747716301,0.0309535817988324,0.1604613430363404,1.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
UGC07323,train,L0,coarse_K_obs_formula_shell_proxy,8.218395512076944,8.21297231348646,7.870558254421247,9.408514005252677,0.0054231985904831,0.3478372576556969,-1.1901184931757314,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
UGC07399,train,L0,coarse_K_obs_formula_shell_proxy,29.59786086561452,29.742941325302706,29.951109537180734,27.270722350345288,-0.1450804596881845,-0.3532486715662166,2.327138515269233,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC07524,train,L0,coarse_K_obs_formula_shell_proxy,5.664198405682753,5.418194094046869,5.168715146792566,7.393493259839208,0.2460043116358843,0.4954832588901867,-1.7292948541564552,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC07559,train,L0,coarse_K_obs_formula_shell_proxy,9.859484441971023,7.87581673366567,8.085663881075234,10.48876346756678,1.983667708305355,1.7738205608957909,-0.6292790255957534,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC07608,train,L0,coarse_K_obs_formula_shell_proxy,9.299415207941532,11.544540268707202,11.086952972273936,7.643350201540864,-2.2451250607656696,-1.787537764332404,1.6560650064006683,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC07690,train,L0,coarse_K_obs_formula_shell_proxy,5.922385802183411,4.6405546498614365,4.60175903715822,6.229715228813062,1.281831152321974,1.3206267650251906,-0.3073294266296518,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC07866,train,L0,coarse_K_obs_formula_shell_proxy,7.525836137172176,5.532175011716262,5.7383846888435865,8.109464129446401,1.9936611254559136,1.7874514483285893,-0.5836279922742253,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC08286,train,L0,coarse_K_obs_formula_shell_proxy,13.850097619782938,13.96571694721104,14.190503497341911,11.134978355570606,-0.1156193274281029,-0.3404058775589753,2.7151192642123316,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC08490,train,L0,coarse_K_obs_formula_shell_proxy,11.007450406605912,12.995831073585263,12.750079284525585,8.782045083335015,-1.988380666979353,-1.742628877919671,2.225405323270897,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC08550,train,L0,coarse_K_obs_formula_shell_proxy,4.49912660846282,6.395644250423085,6.06335307483473,3.445739243845035,-1.8965176419602647,-1.5642264663719097,1.0533873646177851,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC08837,train,L0,coarse_K_obs_formula_shell_proxy,13.533423094116303,11.660040915327151,11.823039060545453,14.631810600470736,1.87338217878915,1.7103840335708504,-1.0983875063544328,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC09037,train,L0,coarse_K_obs_formula_shell_proxy,35.41555148991009,35.411543071103324,35.08096095482696,38.28976483562106,0.0040084188067623,0.3345905350831231,-2.87421334571097,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,STRICT_READY_CANDIDATE,strict_preendpoint_freeze_candidate,True,False,False,needs_accepted_q_i_assignment_and_normalization_law
UGC09133,train,L0,coarse_K_obs_formula_shell_proxy,16.976146426640927,17.526071920300705,17.439689160530865,21.296066784163067,-0.5499254936597779,-0.4635427338899376,-4.31992035752214,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
UGC09992,train,L0,coarse_K_obs_formula_shell_proxy,14.211261508692177,12.12623705783627,12.419100947372682,15.349374013313271,2.085024450855906,1.7921605613194949,-1.1381125046210965,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_manifest_confidence_review;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC10310,train,L0,coarse_K_obs_formula_shell_proxy,6.855041238551253,6.070467494996415,6.026738625872166,8.025462221912084,0.7845737435548381,0.8283026126790878,-1.170420983360831,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_manifest_confidence_review;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC11455,train,L0,coarse_K_obs_formula_shell_proxy,14.544708638422115,14.8093583546955,14.4032869987777,16.72257736917739,-0.2646497162733823,0.1414216396444167,-2.1778687307552733,1.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_vertical_velocity_field_or_warp_flare_source
UGC11557,train,L0,coarse_K_obs_formula_shell_proxy,33.29220466402267,33.33023856377293,32.96981266846553,34.503675638220066,-0.0380338997502605,0.3223919955571404,-1.2114709741973968,1.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_source_memory_flag_resolution
UGC11820,train,L0,coarse_K_obs_formula_shell_proxy,5.929275212633584,5.212535001182722,5.218621983502207,9.228226219817984,0.7167402114508619,0.7106532291313767,-3.2989510071844013,0.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC12632,train,L0,coarse_K_obs_formula_shell_proxy,6.027350727100029,6.174961335746723,6.032106398984771,7.673706532829834,-0.1476106086466933,-0.0047556718847419,-1.6463558057298044,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC12732,train,L0,coarse_K_obs_formula_shell_proxy,6.77914761226718,7.839956948383613,7.718129754895397,6.818578331328152,-1.0608093361164332,-0.938982142628217,-0.0394307190609719,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGCA281,train,L0,coarse_K_obs_formula_shell_proxy,3.654377369924028,2.260848403608473,1.94071702394095,2.958109044402935,1.393528966315555,1.713660345983078,0.6962683255210931,0.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGCA442,train,L0,coarse_K_obs_formula_shell_proxy,4.34910185363442,5.889265765605322,5.207292467615204,3.4784865920272874,-1.540163911970902,-0.858190613980784,0.8706152616071328,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
CamB,holdout,L1,source_reviewed_K_readout_source_native_formulas,19.721962031071975,91.24387932409024,13.63779853730796,15.623524086441458,-71.52191729301825,6.084163493764015,4.098437944630517,1.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
ESO116-G012,holdout,L1,source_reviewed_K_readout_source_native_formulas,13.44627975529398,23.697261954636655,11.508201668011028,9.10866648888162,-10.250982199342676,1.9380780872829515,4.337613266412358,1.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
F561-1,holdout,L1,source_reviewed_K_readout_source_native_formulas,30.72961132456212,44.585671243755485,28.55685188052471,32.526019723976546,-13.856059919193363,2.1727594440374105,-1.7964083994144249,1.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source
F563-1,holdout,L1,source_reviewed_K_readout_source_native_formulas,22.617853241287115,25.519663333650048,24.695833689633552,18.44568739642176,-2.9018100923629326,-2.0779804483464375,4.172165844865354,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
F568-1,holdout,L1,source_reviewed_K_readout_source_native_formulas,34.955430288199395,29.55354010937246,33.500610533676024,29.974188853658532,5.401890178826935,1.4548197545233703,4.981241434540863,0.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source
IC2574,holdout,L1,source_reviewed_K_readout_source_native_formulas,10.566965630734453,26.75293889801284,7.5138151552258,13.51316984455882,-16.185973267278385,3.0531504755086525,-2.946204213824368,1.0,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
IC4202,holdout,L1,source_reviewed_K_readout_source_native_formulas,25.94895537395008,26.376477777204897,26.10151495917691,26.12803028857914,-0.4275224032548159,-0.1525595852268324,-0.1790749146290586,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC0024,holdout,L1,source_reviewed_K_readout_source_native_formulas,22.660175260822907,49.1700589416922,22.157814084096987,20.65262257294937,-26.50988368086929,0.5023611767259197,2.007552687873538,1.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC2683,holdout,L1,source_reviewed_K_readout_source_native_formulas,9.441655141326386,12.426749788320713,10.314830339812676,14.151015414510422,-2.9850946469943267,-0.8731751984862886,-4.709360273184036,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC3726,holdout,L1,source_reviewed_K_readout_source_native_formulas,22.32780920265615,26.68986153139954,23.631876746434497,26.325344741169783,-4.362052328743388,-1.3040675437783449,-3.997535538513631,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC3949,holdout,L1,source_reviewed_K_readout_source_native_formulas,8.55319084358932,22.645530043633567,8.950158230683527,11.297904622428334,-14.092339200044249,-0.3969673870942074,-2.7447137788390137,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC3972,holdout,L1,source_reviewed_K_readout_source_native_formulas,8.593962113335323,19.977775866378973,7.806428086864266,6.774747860896815,-11.38381375304365,0.7875340264710564,1.819214252438508,1.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC4013,holdout,L1,source_reviewed_K_readout_source_native_formulas,16.99356852880305,11.668540793425578,12.273912532057183,14.334222058319126,5.325027735377471,4.719655996745866,2.659346470483923,0.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC4088,holdout,L1,source_reviewed_K_readout_source_native_formulas,37.811387707787695,42.53175206180385,38.98773649865968,42.18384581680386,-4.720364354016155,-1.176348790871984,-4.372458109016165,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC4183,holdout,L1,source_reviewed_K_readout_source_native_formulas,6.224581287933666,13.760210864515452,6.489693491114096,10.354993594406714,-7.535629576581786,-0.26511220318043,-4.1304123064730485,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC4214,holdout,L1,source_reviewed_K_readout_source_native_formulas,15.405984093871057,39.05954643661913,17.991047303306434,15.27888150484993,-23.65356234274807,-2.585063209435378,0.1271025890211277,1.0,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_or_inclination_audit;needs_source_memory_flag_resolution
NGC4389,holdout,L1,source_reviewed_K_readout_source_native_formulas,45.987913835499185,67.05818976545275,46.55692853885728,48.50110279830857,-21.070275929953567,-0.5690147033580928,-2.5131889628093873,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC5907,holdout,L1,source_reviewed_K_readout_source_native_formulas,16.383392586061934,17.603432862968834,16.785509985459306,18.59536481497724,-1.2200402769069,-0.4021173993973725,-2.211972228915307,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC5985,holdout,L1,source_reviewed_K_readout_source_native_formulas,66.20241092491683,73.62210136086749,72.28739039126062,69.40357999391347,-7.419690435950656,-6.084979466343782,-3.2011690689966343,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
NGC6789,holdout,L1,source_reviewed_K_readout_source_native_formulas,11.536643562882814,119.24492701458892,15.897752239176857,15.396246199577478,-107.70828345170612,-4.361108676294043,-3.859602636694664,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC6946,holdout,L1,source_reviewed_K_readout_source_native_formulas,27.87252780787919,14.19367158482804,15.02544742520658,17.728143095419597,13.678856223051156,12.847080382672615,10.144384712459598,0.0,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source
NGC7331,holdout,L1,source_reviewed_K_readout_source_native_formulas,24.522570438330455,26.364633972516103,25.485065060071012,29.311675230419706,-1.8420635341856515,-0.9624946217405572,-4.789104792089248,1.0,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
