galaxy,split,formula_family,inclusion_lane,allowed_use,projection_status,projection_reason,repair_status,repair_reason,has_s4g_scale_source,has_hi_source,has_velocity_field_source,manifest_confidence,manifest_caveat,inclination_deg,distance_frac_error,endpoint_scores_computed,uses_vobs_or_residual,claim_boundary
UGC11557,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;low_inclination,NEEDS_INCLINATION_PROJECTION_REVIEW,requires residual-blind inclination/projection audit,False,True,False,0.65,low_inclination;large_distance_error,30.0,0.25,False,False,projection_scale_repair_audit_not_endpoint
F579-V1,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination;vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",False,True,False,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,26.0,0.1,False,False,projection_scale_repair_audit_not_endpoint
F583-4,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",False,True,False,0.75,large_distance_error;vertical_geometry_proxy_only,55.0,0.200750469043,False,False,projection_scale_repair_audit_not_endpoint
NGC1090,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.75,large_distance_error;vertical_geometry_proxy_only,64.0,0.25,False,False,projection_scale_repair_audit_not_endpoint
NGC2903,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.75,large_distance_error;vertical_geometry_proxy_only,66.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
NGC2976,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,61.0,0.050279329609,False,False,projection_scale_repair_audit_not_endpoint
NGC2998,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",False,True,False,0.9,vertical_geometry_proxy_only,58.0,0.149779735683,False,False,projection_scale_repair_audit_not_endpoint
NGC3893,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,49.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC3953,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,62.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC3992,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,56.0,0.097046413502,False,False,projection_scale_repair_audit_not_endpoint
NGC4051,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,49.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC5055,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,55.0,0.030303030303,False,False,projection_scale_repair_audit_not_endpoint
NGC5371,train,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.75,large_distance_error;vertical_geometry_proxy_only,53.0,0.249874055416,False,False,projection_scale_repair_audit_not_endpoint
F568-3,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,40.0,0.1,False,False,projection_scale_repair_audit_not_endpoint
F568-V1,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,40.0,0.1,False,False,projection_scale_repair_audit_not_endpoint
F574-1,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,65.0,0.1,False,False,projection_scale_repair_audit_not_endpoint
NGC0300,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,42.0,0.048076923077,False,False,projection_scale_repair_audit_not_endpoint
NGC2403,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,63.0,0.050632911392,False,False,projection_scale_repair_audit_not_endpoint
NGC2955,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,56.0,0.100102145046,False,False,projection_scale_repair_audit_not_endpoint
NGC4138,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,0.8,few_rotation_points,53.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC5005,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,68.0,0.08875739645,False,False,projection_scale_repair_audit_not_endpoint
NGC6195,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,62.0,0.100156494523,False,False,projection_scale_repair_audit_not_endpoint
NGC6674,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,54.0,0.19921875,False,False,projection_scale_repair_audit_not_endpoint
NGC7793,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,47.0,0.049861495845,False,False,projection_scale_repair_audit_not_endpoint
UGC02885,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,64.0,0.1,False,False,projection_scale_repair_audit_not_endpoint
UGC02916,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,50.0,0.149847094801,False,False,projection_scale_repair_audit_not_endpoint
UGC03205,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,67.0,0.2,False,False,projection_scale_repair_audit_not_endpoint
UGC06923,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,0.8,few_rotation_points,65.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
UGC07232,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,0.8,few_rotation_points,59.0,0.060070671378,False,False,projection_scale_repair_audit_not_endpoint
UGC09133,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,53.0,0.199649737303,False,False,projection_scale_repair_audit_not_endpoint
NGC4559,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,67.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
NGC5033,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,66.0,0.299363057325,False,False,projection_scale_repair_audit_not_endpoint
NGC5585,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,51.0,0.300283286119,False,False,projection_scale_repair_audit_not_endpoint
NGC6015,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,60.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
UGC00191,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,45.0,0.298245614035,False,False,projection_scale_repair_audit_not_endpoint
UGC09037,train,K_exponential_disk,STRICT_READY_CANDIDATE,strict_preendpoint_freeze_candidate,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,65.0,0.1004784689,False,False,projection_scale_repair_audit_not_endpoint
